huc12,HUC12_Name
030101020804,Spewmarrow Creek-Grassy Creek
030101020805,Beaver Pond Creek North-Grassy Creek
030101020806,Beaver Pond Creek South-Grassy Creek
030101020901,Little Island Creek
030101020902,Island Creek
030101020903,Panhandle Creek-John H Kerr Reservoir
030101020904,Butcher Creek
030101021001,Anderson Creek-Mill Creek
030101021002,Headwaters Nutbush Creek
030101021003,Nutbush Creek-John H Kerr Reservoir
030101021004,Eastland Creek-John H Kerr Reservoir
030101030101,Ivy Creek-Dan River
030101030102,Archies Creek-Dan River
030101030103,Little Dan River
030101030104,Elk Creek-Dan River
030101030105,Peters Creek-Dan River
030101030106,Big Creek
030101030107,Double Creek
030101030108,Vade Macum Creek
030101030109,Flat Shoals Creek-Dan River
030101030201,Headwaters Town Fork Creek
030101030202,Neatman Creek-Upper Town Fork Creek
030101030203,Town of Walnut Cove-Middle Town Fork Creek
030101030204,Lick Creek-Lower Town Fork Creek
030101030301,Snow Creek
030101030302,Town Fork Creek-Dan River
030101030303,Belews Creek-Belews Lake
030101030304,Belews Lake
030101030305,Beaver Island Creek
030101030306,Reed Creek-Dan River
030101030401,Poorhouse Creek-Upper South Mayo River
030101030402,Russell Creek
030101030403,Spoon Creek
030101030404,Crooked Creek-Lower South Mayo River
030101030405,Polebridge Creek-North Mayo River
030101030406,Horse Pasture Creek
030101030407,Koger Creek-North Mayo River
030101030408,Pawpaw Creek-Mayo River
030101030409,Town of Mayodan-Mayo River
030101030501,Hogan Creek
030101030502,Jacobs Creek
030101030503,Massy Creek-Dan River
030101030504,Rock House Creek-Dan River
030101030505,Matrimony Creek-Dan River
030101030601,Rock Castle Creek-Smith River
030101030602,Little Sycamore Creek-Sycamore Creek
030101030603,Widgeon Creek-Smith River
030101030604,Otter Creek-Rennet Bag Creek
030101030605,Nicholas Creek-Smith River
030101030606,Philpott Reservoir-Smith River
030101030701,Town Creek
030101030702,Blackberry Creek-Smith River
030101030703,Little Reed Creek-Reed Creek
030101030801,Beaver Creek-Smith River
030101030802,Marrowbone Creek
030101030803,Mulberry Creek-Smith River
030101030804,Upper Leatherwood Creek
030101030805,Peters Branch-West Fork Leatherwood Creek
030101030806,Lower Leatherwood Creek
030101030807,Fall Creek-Smith River
030101030901,Town Creek-Dan River
030101030902,Cascade Creek
030101030903,Trotters Creek-Dan River
030101030904,Upper Wolf Island Creek
030101030905,Lower Wolf Island Creek
030101030906,Danville-Dan River
030101030907,Sandy Creek-Dan River
030101031001,Upper Sandy River
030101031002,Tanyard Creek-South Prong Sandy River
030101031003,Lower Sandy River
030101040101,Fall Creek
030101040102,Pumpkin Creek-Dan River
030101040103,Lick Fork
030101040104,Upper Hogans Creek
030101040105,Lower Hogans Creek
030101040106,Upper Moon Creek
030101040107,Lower Moon Creek
030101040108,Rattlesnake Creek
030101040109,Cane Creek-Dan River
030101040201,South Country Line Creek
030101040202,Upper Country Line Creek
030101040203,Lower Country Line Creek
030101040301,Sandy Creek
030101040302,Double Creek-Dan River
030101040303,Winns Creek
030101040304,Big Toby Creek-Dan River
030101040305,Birch Creek
030101040401,Miry Creek
030101040402,Chalmers Creek-Dan River
030101040403,Stokes Creek-Lawsons Creek
030101040404,Grassy Creek-Dan River
030101040501,Reedy Fork
030101040502,Hyco Creek
030101040503,Upper South Hyco Creek
030101040504,Middle South Hyco Creek
030101040505,Lower South Hyco Creek
030101040506,Hyco Creek-Hyco Lake
030101040507,Cane Creek-Hyco Lake
030101040601,After Bay Reservoir-Hyco River
030101040602,Storys Creek
030101040603,Bowes Branch-Hyco River
030101040604,Headwaters Mayo Creek
030101040605,Mayo Creek-Mayo Reservoir
030101040606,Coleman Creek-Hyco River
030101040607,Big Bluewing Creek
030101040608,Larkin Branch-Hyco River
030101040701,Headwaters Aarons Creek
030101040702,Aarons Creek-John H Kerr Reservoir
030101040703,Peter Creek-Dan River
030101040704,Buffalo Creek-Dan River
030101050101,Strawberry Creek-Banister River
030101050102,Bearskin Creek
030101050103,White Oak Creek-Banister River
030101050104,Cherrystone Creek
030101050201,Mill Creek-Whitehorn Creek
030101050202,Georges Creek-Whitehorn Creek
030101050203,Shockoe Creek-Banister River
030101050204,Stinking River
030101050205,Allen Creek-Banister River
030101050206,Elkhorn Creek
030101050207,Bye Creek-Banister River
030101050301,Upper Sandy Creek
030101050302,Lower Sandy Creek
030101050401,Polecat Creek-Banister River
030101050402,Terrible Creek
030101050403,Winn Creek-Banister River
030101060101,Layton Creek-Allen Creek
030101060102,Cox Creek-Allen Creek
030101060201,Cotton Creek-Lake Gaston
030101060202,Dockery Creek-Miles Creek
030101060203,Flat Creek-Lake Gaston
030101060204,Newmans Creek-Smith Creek
030101060205,Blue Mud Creek-Smith Creek
030101060301,Hawtree Creek
030101060302,Great Creek-Lake Gaston
030101060303,Sixpound Creek
030101060304,Poplar Creek
030101060305,Songbird Creek-Lake Gaston
030101060401,Lizard Creek-Lake Gaston
030101060402,Pea Hill Creek-Lake Gaston
030101060403,Deep Creek
030101060404,Roanoke Rapids Lake
030101070101,City of Roanoke Rapids-Roanoke River
030101070102,Town of Weldon-Chockoyotte Creek
030101070103,Arthurs Creek-Roanoke River
030101070104,Quankey Creek
030101070105,Occoneechee Neck-Roanoke River
030101070201,Occoneechee Creek
030101070202,Gumberry Swamp
030101070203,Headwaters Conoconnara Swamp
030101070204,Outlet Conoconnara Swamp
030101070205,Looking Glass Run
030101070206,Bridgers Creek-Roanoke River
030101070301,Sandy Run-Roanoke River
030101070302,Flag Run Gut-Roanoke River
030101070303,Cypress Swamp
030101070304,White Millpond-Kehukee Swamp
030101070305,Blue Hole Swamp-Roanoke River
030101070401,Headwaters Sweetwater Creek
030101070402,Ready Branch
030101070403,Headwaters Hardison Mill Creek
030101070404,Outlet Hardison Mill Creek
030101070405,Outlet Sweetwater Creek
030101070501,Indian Creek
030101070502,Town of Hamilton-Roanoke River
030101070503,Coniott Creek-Roanoke River
030101070504,Etheridge Swamp
030101070505,Upper Conoho Creek
030101070506,Middle Conoho Creek
030101070507,Beaverdam Creek
030101070508,Lower Conoho Creek
030101070509,City of Williamston-Roanoke River
030101070601,Gardener Creek
030101070602,Devils Gut-Roanoke River
030101070603,Broad Creek-Roanoke River
030101070701,Wahtom Swamp
030101070702,Headwaters Cashie River
030101070703,Connaritsa Swamp
030101070704,Whiteoak Swamp
030101070705,Community of Francis Mill-Cashie River
030101070706,Chiska Creek-Cashie River
030101070801,Hoggard Mill Creek
030101070802,Headwaters Roquist Creek
030101070803,Outlet Roquist Creek
030101070804,Town of Windsor-Cashie River
030101070805,Wading Place Creek
030101070806,Swamp Creek-Cashie River
030101070807,Broad Creek-Cashie River
030101070901,Welch Creek
030101070902,Conaby Creek
030101070903,Town of Plymouth-Roanoke River
030102010101,Dry Creek-Nottoway River
030102010102,Modest Creek
030102010103,Big Hounds Creek
030102010104,Falls Creek-Nottoway River
030102010105,Crystal Lake-Little Nottoway River
030102010106,Whetstone Creek-Little Nottoway River
030102010201,Cedar Creek-Nottoway River
030102010202,Long Branch-Hurricane Branch
030102010203,Red Oak Creek-Nottoway River
030102010204,Tommeheton Creek
030102010301,Beaver Pond Creek-Nottoway River
030102010302,Waqua Creek
030102010303,Turkey Egg Creek-Nottoway River
030102010304,Sturgeon Creek
030102010401,Indian Creek-Nottoway River
030102010402,Buckskin Creek
030102010403,Harris Swamp-Nottoway River
030102010404,Island Swamp-Nottoway River
030102010501,Butterwood Creek
030102010502,White Oak Creek
030102010503,Rocky Run Creek-Stony Creek
030102010504,Chamberlains Bed-Stony Creek
030102010601,Upper Sappony Creek
030102010602,Lower Sappony Creek
030102010603,Southwest Swamp-Stony Creek
030102010701,Hatcher Run
030102010702,Gravelly Run
030102010703,Rowanty Creek
030102010801,Jones Hole Swamp-Moores Swamp
030102010802,Cabin Point Swamp-Nottoway River
030102010803,Joseph Swamp-Nebletts Mill Run
030102010901,Austin Branch-Nottoway River
030102010902,Hunting Quarter Swamp
030102010903,Spring Creek
030102010904,Raccoon Creek
030102010905,Parker Run-Nottoway River
030102011001,Slagles Lake-Three Creek
030102011002,Maclins Creek
030102011003,Otterdam Swamp-Three Creek
030102011004,Poplar Swamp-Three Creek
030102011005,Angelico Creek
030102011006,Hornet Swamp-Three Creek
030102011101,Pigeon Swamp-Assamoosick Swamp
030102011102,Seacorrie Swamp
030102011103,Mill Run-Assamoosick Swamp
030102011201,Buckhorn Swamp-Nottoway River
030102011202,Darden Pond-Mill Swamp
030102011203,Courtland-Nottoway River
030102011204,Nottoway Swamp
030102011205,Mill Creek
030102011206,Round Gut-Nottoway River
030102020101,Second Swamp
030102020102,Blackwater Swamp
030102020103,Warwick Swamp
030102020201,Spring Branch-Blackwater River
030102020202,Otterdam Swamp
030102020203,Coppahaunk Swamp-Blackwater River
030102020204,Johnchecohunk Swamp-Cypress Swamp
030102020301,Terrapin Swamp-Blackwater River
030102020302,Moores Swamp-Mill Swamp
030102020303,Rattlesnake Swamp
030102020304,Antioch Swamp-Blackwater River
030102020401,Reddy Hole Branch-Seacock Swamp
030102020402,Brantley Swamp
030102020403,Round Hill Swamp-Seacock Swamp
030102020501,Corrowaugh Swamp-Blackwater River
030102020502,Cattail Swamp-Black Creek
030102020503,Cypress Swamp-Blackwater River
030102020504,Kingsale Swamp
030102020505,Union Camp Holding Pond-Blackwater River
030102030101,Jones Swamp
030102030102,Chapel Swamp-Somerton Creek
030102030103,March Swamp-Somerton Creek
030102030201,Buckhorn Creek
030102030202,Town of Winton-Chowan River
030102030203,Beasley Branch-Buckhorn Creek
030102030204,Headwaters Cole Creek
030102030205,Cole Creek-Sarem Creek
030102030206,Sarem Creek-Chowan River
030102030301,Town of Aulander-Upper Ahoskie Creek
030102030302,Wildcat Swamp-Loosing Swamp
030102030303,Stony Creek
030102030304,Town of Ahoskie-Middle Ahoskie Creek
030102030305,Montgomerys Millpond-Bear Swamp
030102030306,Lower Ahoskie Creek
030102030401,Cypress Swamp
030102030402,Barbeque Swamp
030102030403,Chinkapin Swamp
030102030404,Chinkapin Creek
030102030405,Wiccacon River
030102030501,Duke Swamp
030102030502,Raynor Swamp
030102030503,Merchants Millpond-Bennetts Creek
030102030504,Bennetts Creek
030102030601,Trotman Creek
030102030602,Warwick Creek-Catherine Creek
030102030603,Holiday Island-Chowan River
030102030604,Dillard Millpond-Indian Creek
030102030605,Town of Colerain-Chowan River
030102030701,Mount Gould Landing-Chowan River
030102030702,Bennett Millpond-Rockyhock Creek
030102030703,Cricket Swamp
030102030704,Eastmost Swamp
030102030705,Salmon Creek
030102030706,Edenhouse Point-Chowan River
030102040101,Middle Meherrin River
030102040102,Finneywood Creek-South Meherrin River
030102040103,Blackstone Creek-South Meherrin River
030102040201,Ledbetter Creek-North Meherrin River
030102040202,Big Juniper Creek-North Meherrin River
030102040203,Couches Creek
030102040204,Reedy Creek-North Meherrin River
030102040301,Mason Creek-Meherrin River
030102040302,Crooked Creek-Meherrin River
030102040303,Flat Rock Creek
030102040401,Stony Creek-Meherrin River
030102040402,Taylors Creek-Meherrin River
030102040403,Genito Creek
030102040404,Allen Creek-Meherrin River
030102040501,Roses Creek
030102040502,Great Creek
030102040601,Coldwater Creek-Meherrin River
030102040602,Reedy Creek
030102040603,Douglas Run-Meherrin River
030102040604,Falling Run-Meherrin River
030102040605,Greensville/Southampton Co. Border-Meherrin River
030102040701,Beddingfield Creek-Rattlesnake Creek
030102040702,Quarrel Creek-Fontaine Creek
030102040703,Cattail Creek-Fontaine Creek
030102040704,Beaverpond Creek
030102040705,Jacks Swamp
030102040706,Mill Swamp-Fontaine Creek
030102040801,Wildcat Swamp
030102040802,Headwaters Potecasi Creek
030102040803,Headwaters Urahaw Swamp
030102040804,Outlet Urahaw Swamp
030102040805,Upper Potecasi Creek
030102040806,Cutawhiskie Creek
030102040807,Middle Potecasi Creek
030102040808,Lower Potecasi Creek
030102040901,Cypress Creek
030102040902,Buckhorn Swamp-Meherrin River
030102040903,Upper Tarrara Creek
030102040904,Lower Tarrara Creek
030102040905,Barretts Crossroads-Meherrin River
030102040906,Rogers Swamp-Corduroy Swamp
030102040907,Kirbys Creek
030102040908,Town of Murfreesboro-Meherrin River
030102050101,Pembroke Creek
030102050102,Edenton Bay
030102050103,Headwaters Kendrick Creek
030102050104,Outlet Kendrick Creek
030102050105,Town of Edenton-Albemarle Sound
030102050106,Town of Skinnersville-Chapel Swamp
030102050107,Sandy Point-Nixous Beach
030102050108,Sandy Point-Albemarle Sound
030102050201,Phelps Lake
030102050202,Headwaters Scuppernong River
030102050203,Moccasin Canal-Scuppernong River
030102050204,Old Canal-Scuppernong River
030102050205,Simmons Landing-Scuppernong River
030102050206,Riders Creek-Scuppernong River
030102050207,Bull Creek-Deep Creek
030102050208,Norman Smith Legion Beach-Bull Bay
030102050301,Great Dismal Swamp-Headwaters Perquimmans River
030102050302,Goodwin Creek
030102050303,Town of Hertford-Upper Perquimmans River
030102050304,Sutton Creek-Middle Perquimmans River
030102050305,Lower Perquimmans River
030102050401,Burnt Mill Creek
030102050402,Bethel Creek
030102050403,Yeopim Creek
030102050404,Holiday Island-Yeopim River
030102050405,Holiday Island-Minzies Creek
030102050406,Perquimmans River-Albemarle Sound
030102050501,Upper Little River
030102050502,Rabbit Corner-Middle Little River
030102050503,Symonds Creek-Lower Little River
030102050504,Big Flatty Creek
030102050601,Dismal Swamp Canal-Dismal Swamp
030102050602,Dragon Swamp-Cypress Swamp
030102050603,Jericho Ditch-Dismal Swamp
030102050604,Lake Drummond-Dismal Swamp
030102050605,Corapeake Swamp
030102050606,Cross Canal-Dismal Swamp Canal
030102050701,Folly Swamp
030102050702,Newland Drainage Canal
030102050703,Town of South Mills-Joyce Creek
030102050704,Shipyard Landing-Pasquotank River
030102050705,Town of Camden-Sawyers Creek
030102050706,Elizabeth City-Pasquotank River
030102050707,Newbegun Creek
030102050708,Raymond Creek-Pasquotank River
030102050709,Pasquotank River
030102050801,Hollow Ground Swamp-Northwest Fork Alligator River
030102050802,Southwest Fork-Northwest Fork Alligator River
030102050803,Gum Neck Creek-Alligator River
030102050804,Winn Bay-Alligator River
030102050805,Swan Creek Lake-Swan Creek
030102050806,Whipping Creek Lake-Whipping Creek
030102050807,Grapevine Bay-Alligator River
030102050808,The Frying Pan-The Straights
030102050809,Stumpy Point-Alligator River
030102050901,Sawyer Lake-Milltail Creek
030102050902,Second Creek
030102050903,Goose Creek-Alligator River
030102050904,Little Alligator River
030102050905,South Lake-East Lake
030102050906,Alligator River
030102050907,Lewis Point-Albemarle Sound
030102051001,Run Swamp Canal-Indiantown Creek
030102051002,Great Swamp-North River
030102051003,North River
030102051101,Twelve Foot Ditch-Northwest River
030102051102,Culpeper Island-Dismal Swamp
030102051103,US Naval Reservation-Northwest River
030102051104,Indian Creek-Northwest River
030102051105,Moyock Run
030102051106,Roland Creek
030102051107,Tull Creek
030102051108,Tull Bay-Northwest River
030102051201,Chesapeake Canal
030102051202,West Neck Creek
030102051203,Upper North Landing River
030102051204,Pocaty River
030102051205,Blackwater Creek-North Landing River
030102051206,Milldam Creek-North Landing River
030102051207,Town of Currituck-North Landing River
030102051301,Ashville Bridge Creek
030102051302,North Bay-Shipps Bay
030102051303,Back Bay
030102051304,Coinjock Bay-Currituck Sound
030102051305,Sanders Bay-Currituck Sound
